代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
600690,海尔智家,28.69,1.88,0.53,0.14,0.58,1.34,2.45,10.45亿,62.55亿,1794.42亿,13.32
300866,安克创新,96.01,1.88,1.77,0.01,2.15,1.40,4.48,6.14亿,2.96亿,284.58亿,26.00
601838,成都银行,16.38,1.87,0.30,0.12,1.20,0.87,2.67,7.91亿,40.24亿,659.11亿,5.48
003010,若羽臣,27.89,1.83,0.50,0.00,18.15,2.32,12.89,6.23亿,1.21亿,33.73亿,59.46
603338,浙江鼎力,62.85,1.81,1.12,0.02,1.01,1.24,3.52,3.23亿,5.06亿,318.24亿,16.34
603129,春风动力,152.70,1.80,2.70,0.00,1.18,1.18,3.37,2.72亿,1.51亿,231.24亿,16.04
000598,兴蓉环境,7.38,1.79,0.13,0.00,1.02,1.57,2.90,2.24亿,29.75亿,219.54亿,10.16
601998,中信银行,6.84,1.79,0.12,0.00,0.31,1.42,2.23,8.21亿,392.16亿,2682.36亿,5.36
603365,水星家纺,16.79,1.76,0.29,0.06,1.30,0.79,4.61,5566.69万,2.58亿,43.33亿,15.78
600461,洪城环境,9.90,1.75,0.17,0.00,1.80,1.08,3.19,2.11亿,11.86亿,117.41亿,10.25
000425,徐工机械,7.57,1.75,0.13,-0.13,1.72,1.22,5.24,10.71亿,81.20亿,614.69亿,12.64
603657,春光科技,16.97,1.74,0.29,-0.06,13.68,2.41,8.39,3.16亿,1.35亿,22.94亿,368.27
601229,上海银行,8.81,1.73,0.15,-0.11,0.53,1.23,3.35,6.67亿,142.07亿,1251.61亿,5.34
836239,长虹能源,34.14,1.73,0.58,0.00,5.01,1.24,5.66,8501.26万,4971.46万,16.97亿,23.32
603529,爱玛科技,41.30,1.72,0.70,0.15,0.40,0.77,2.54,1.37亿,8.43亿,348.06亿,17.18
301289,国缆检测,51.33,1.70,0.86,0.00,13.60,1.64,6.84,1.75亿,2534.99万,13.01亿,55.59
002878,元隆雅图,21.00,1.70,0.35,-0.10,35.70,2.48,16.37,17.39亿,2.34亿,49.06亿,185.43
835179,凯德石英,31.20,1.70,0.52,0.00,6.10,1.20,7.04,1.12亿,5950.93万,18.57亿,59.52
000541,佛山照明,6.01,1.69,0.10,-0.33,3.80,2.88,6.77,2.78亿,11.97亿,71.92亿,27.82
001286,陕西能源,9.63,1.69,0.16,-0.10,3.39,2.26,3.06,3.44亿,10.50亿,101.11亿,10.85
603929,亚翔集成,27.75,1.69,0.46,0.00,3.53,2.96,4.43,2.10亿,2.13亿,59.21亿,10.11
000506,*ST中润,3.65,1.67,0.06,-0.27,7.26,1.77,8.63,2.44亿,9.29亿,33.90亿,亏损
601939,建设银行,8.62,1.65,0.14,-0.12,1.56,1.55,3.30,12.95亿,95.94亿,826.97亿,6.32
603019,中科曙光,76.78,1.64,1.24,0.00,6.24,1.43,3.32,70.30亿,14.59亿,1119.92亿,109.50
002395,双象股份,17.97,1.64,0.29,0.11,5.65,0.96,6.62,2.70亿,2.68亿,48.20亿,43.87
301371,敷尔佳,39.30,1.63,0.63,0.33,6.51,0.98,3.98,1.49亿,5859.50万,23.03亿,22.95
839167,同享科技,21.88,1.63,0.35,0.00,3.90,1.37,6.74,5575.06万,6526.57万,14.28亿,26.01
601818,光大银行,3.76,1.62,0.06,0.00,0.45,1.20,2.70,7.89亿,464.07亿,1744.90亿,4.34
601166,兴业银行,18.82,1.62,0.30,0.00,0.47,1.61,2.16,18.27亿,207.74亿,3909.72亿,4.65
688278,特宝生物,72.05,1.61,1.14,-0.14,0.71,1.11,3.81,2.09亿,4.07亿,293.10亿,39.67
600163,中闽能源,6.41,1.58,0.10,0.00,0.91,1.02,4.91,1.11亿,19.03亿,121.98亿,22.36
601456,国联证券,12.99,1.56,0.20,0.00,4.66,0.84,6.80,14.60亿,23.89亿,310.35亿,69.69
601799,星宇股份,134.48,1.56,2.07,0.10,0.80,2.83,5.83,3.13亿,2.86亿,384.18亿,29.49
600989,宝丰能源,15.64,1.56,0.24,-0.06,0.38,1.28,2.27,4.33亿,73.33亿,1146.94亿,18.96
600795,国电电力,4.62,1.54,0.07,0.00,0.82,1.06,2.86,6.73亿,178.36亿,824.01亿,6.72
002853,皮阿诺,11.90,1.54,0.18,0.00,7.61,0.99,7.51,1.22亿,1.32亿,15.75亿,202.37
839493,并行科技,69.55,1.53,1.05,0.00,10.38,1.11,6.99,2.38亿,3243.56万,22.56亿,1007.16
603516,淳中科技,46.50,1.53,0.70,-0.02,6.48,0.97,7.42,6.18亿,2.02亿,93.86亿,136.66
002001,新 和 成,21.97,1.52,0.33,-0.05,0.88,1.99,2.50,5.84亿,30.37亿,667.23亿,12.69
601668,中国建筑,6.00,1.52,0.09,-0.17,0.62,1.43,2.37,15.51亿,413.20亿,2479.22亿,4.72
002986,宇新股份,13.36,1.52,0.20,0.15,3.63,0.74,4.56,1.44亿,3.00亿,40.09亿,14.64
000400,许继电气,28.33,1.50,0.42,-0.14,2.54,1.25,4.51,7.34亿,10.08亿,285.66亿,24.20
600029,南方航空,6.77,1.50,0.10,0.00,0.44,0.96,3.45,3.78亿,126.73亿,857.99亿,46.82
002580,圣阳股份,8.24,1.48,0.12,-0.12,5.12,1.61,5.91,1.92亿,4.52亿,37.27亿,16.87
000818,航锦科技,20.68,1.47,0.30,0.10,8.89,3.89,7.16,12.63亿,6.77亿,140.08亿,258.52
002407,多氟多,13.14,1.47,0.19,0.00,2.58,2.11,5.41,3.62亿,10.81亿,141.98亿,469.96
601872,招商轮船,6.29,1.45,0.09,0.00,0.83,1.10,2.10,4.23亿,81.44亿,512.25亿,11.40
601919,中远海控,14.69,1.45,0.21,0.07,0.65,0.63,2.14,12.25亿,127.61亿,1874.60亿,4.61
603298,杭叉集团,18.24,1.45,0.26,-0.06,1.44,2.34,4.56,3.50亿,13.10亿,238.91亿,11.39
600150,中国船舶,36.18,1.43,0.51,0.00,1.19,0.82,3.42,19.11亿,44.72亿,1618.12亿,53.45
601800,中国交建,10.66,1.43,0.15,-0.09,0.49,1.18,2.95,6.19亿,117.47亿,1252.26亿,8.00
300760,迈瑞医疗,253.81,1.42,3.55,-0.02,0.32,0.82,2.13,9.82亿,12.12亿,3077.30亿,21.70
688590,新致软件,18.72,1.41,0.26,-0.11,10.81,1.62,6.93,5.49亿,2.65亿,49.65亿,116.38
300751,迈为股份,110.13,1.41,1.53,-0.01,2.12,1.49,4.15,4.55亿,1.93亿,212.94亿,30.43
603615,茶花股份,23.07,1.41,0.32,-0.09,4.20,2.31,5.45,2.35亿,2.42亿,55.79亿,亏损
300044,赛为智能,7.22,1.41,0.10,0.00,11.53,1.77,8.15,6.56亿,7.64亿,55.14亿,亏损
688617,惠泰医疗,351.08,1.40,4.85,-0.02,0.58,0.73,3.33,1.99亿,9739.38万,341.93亿,48.56
600901,江苏金租,5.13,1.38,0.07,0.20,1.07,1.04,2.37,3.19亿,57.90亿,297.02亿,10.01
000100,TCL科技,5.14,1.38,0.07,-0.19,5.30,1.49,4.93,49.85亿,180.98亿,930.24亿,47.46
600887,伊利股份,29.60,1.37,0.40,-0.07,0.69,1.25,2.57,13.02亿,63.34亿,1875.00亿,13.00
600886,国投电力,16.33,1.37,0.22,0.12,0.38,1.07,2.54,4.56亿,74.54亿,1217.27亿,13.88
600025,华能水电,9.65,1.37,0.13,-0.10,0.28,1.16,3.99,4.82亿,180.00亿,1737.00亿,18.03
603871,嘉友国际,20.05,1.36,0.27,0.00,1.04,1.28,3.03,2.02亿,9.77亿,195.92亿,13.50
002948,青岛银行,3.79,1.34,0.05,0.27,1.46,1.19,2.14,1.72亿,31.10亿,117.88亿,4.79
688575,亚辉龙,16.68,1.34,0.22,-0.06,1.34,1.44,3.65,1.26亿,5.70亿,95.12亿,32.63
601816,京沪高铁,6.14,1.32,0.08,0.16,0.31,0.88,2.48,9.24亿,491.06亿,3015.14亿,22.58
688035,德邦科技,40.91,1.31,0.53,-0.05,4.65,1.45,4.58,1.67亿,8881.76万,36.34亿,72.20
600015,华夏银行,7.85,1.29,0.10,0.00,0.26,1.01,2.32,3.17亿,153.87亿,1207.90亿,5.06
002876,三利谱,32.37,1.28,0.41,-0.03,5.54,1.12,6.60,2.68亿,1.49亿,48.22亿,65.21
000786,北新建材,28.51,1.28,0.36,-0.14,0.66,1.36,3.45,3.09亿,16.32亿,465.41亿,11.49
600900,长江电力,29.57,1.27,0.37,-0.07,0.45,1.05,2.40,32.14亿,240.07亿,7098.95亿,19.36
600926,杭州银行,14.39,1.27,0.18,0.14,0.47,1.39,1.83,3.69亿,54.95亿,790.74亿,4.67
002941,新疆交建,12.01,1.26,0.15,-0.08,4.38,2.46,5.99,3.46亿,6.40亿,76.92亿,32.06
835237,力佳科技,24.84,1.26,0.31,0.00,3.71,1.73,10.93,6114.52万,6507.15万,16.16亿,24.92
300910,瑞丰新材,44.18,1.26,0.55,0.05,1.06,1.36,3.83,9718.84万,2.05亿,90.38亿,19.33
601390,中国中铁,6.44,1.26,0.08,0.00,0.62,1.45,2.52,8.14亿,204.23亿,1315.27亿,5.81
873122,中纺标,54.88,1.25,0.68,0.00,5.44,0.86,5.37,1.02亿,3408.91万,18.71亿,202.60
300790,宇瞳光学,20.40,1.24,0.25,0.30,13.12,1.50,5.36,7.66亿,2.84亿,58.04亿,41.28
600031,三一重工,16.32,1.24,0.20,-0.06,0.86,1.43,2.61,11.90亿,84.64亿,1381.36亿,21.31
002003,伟星股份,14.02,1.23,0.17,-0.07,1.48,0.73,2.96,2.09亿,10.10亿,141.64亿,19.71
603948,建业股份,18.30,1.22,0.22,0.06,1.03,1.79,5.86,3049.06万,1.62亿,29.74亿,13.41
300274,阳光电源,74.99,1.22,0.90,0.00,2.98,2.13,4.20,35.76亿,15.90亿,1192.35亿,15.34
301311,昆船智能,20.14,1.21,0.24,-0.05,11.31,2.55,7.54,1.98亿,8724.24万,17.57亿,亏损
601169,北京银行,5.93,1.20,0.07,0.00,0.56,1.14,2.05,7.05亿,211.43亿,1253.78亿,4.56
601702,华峰铝业,18.97,1.17,0.22,-0.16,0.47,0.49,3.57,8903.46万,9.99亿,189.42亿,16.37
600761,安徽合力,18.12,1.17,0.21,0.00,2.45,0.97,3.41,3.98亿,8.91亿,161.39亿,10.99
601717,郑煤机,13.03,1.17,0.15,0.00,2.16,1.61,2.79,4.36亿,15.42亿,200.94亿,5.70
600036,招商银行,38.35,1.16,0.44,-0.08,0.44,1.41,1.90,34.73亿,206.29亿,7911.20亿,6.41
600011,华能国际,6.97,1.16,0.08,0.00,0.51,0.95,2.18,3.86亿,109.98亿,766.54亿,7.88
600418,江淮汽车,37.58,1.16,0.43,0.03,3.83,1.20,4.01,31.66亿,21.84亿,820.75亿,98.47
002708,光洋股份,10.57,1.15,0.12,0.00,8.93,1.43,4.59,4.64亿,4.95亿,52.29亿,110.89
600863,内蒙华电,4.41,1.15,0.05,0.00,0.97,1.00,2.52,2.78亿,65.27亿,287.84亿,8.74
300868,杰美特,29.27,1.14,0.33,-0.03,6.66,3.32,9.99,1.61亿,8056.04万,23.58亿,278.63
600578,京能电力,3.58,1.13,0.04,0.85,0.49,1.15,1.98,1.18亿,66.95亿,239.67亿,12.70
603318,水发燃气,7.16,1.13,0.08,0.00,5.63,1.18,6.07,1.54亿,3.84亿,27.46亿,38.58
002028,思源电气,71.65,1.13,0.80,0.11,1.18,1.07,3.52,5.13亿,6.05亿,433.28亿,27.97
002077,大港股份,17.94,1.13,0.20,0.22,12.92,1.04,6.03,13.44亿,5.80亿,104.11亿,196.75
601777,力帆科技,7.19,1.12,0.08,0.00,1.37,1.49,5.20,4.44亿,45.21亿,325.07亿,610.30
688665,四方光电,35.44,1.11,0.39,0.14,5.32,3.49,9.99,1.92亿,1.00亿,35.48亿,43.22
603337,杰克股份,29.18,1.11,0.32,-0.07,0.64,1.10,2.46,8872.44万,4.76亿,138.99亿,17.07
002318,久立特材,23.70,1.11,0.26,-0.08,0.51,0.70,2.82,1.15亿,9.55亿,226.28亿,16.62
603225,新凤鸣,10.95,1.11,0.12,0.00,1.45,2.28,5.26,2.42亿,15.12亿,165.54亿,16.80
600339,中油工程,3.66,1.10,0.04,0.00,1.20,1.54,2.76,2.47亿,55.83亿,204.34亿,24.24
600438,通威股份,22.91,1.10,0.25,-0.31,1.32,1.74,5.08,13.77亿,45.02亿,1031.40亿,亏损
600894,广日股份,12.89,1.10,0.14,0.00,1.02,1.40,2.51,1.13亿,8.60亿,110.85亿,15.49
601319,中国人保,7.40,1.09,0.08,0.14,0.17,1.28,2.19,4.59亿,354.98亿,2626.83亿,6.76
871753,天纺标,31.83,1.08,0.34,0.00,4.50,0.79,3.05,4476.05万,3148.39万,10.02亿,92.62
300632,光莆股份,13.18,1.07,0.14,0.00,9.01,1.05,5.67,2.63亿,2.21亿,29.16亿,42.07
002831,裕同科技,25.43,1.07,0.27,-0.12,1.00,1.42,2.78,1.32亿,5.21亿,132.49亿,15.93
600737,中粮糖业,10.41,1.07,0.11,0.00,2.05,1.16,2.14,4.57亿,21.39亿,222.65亿,14.37
601088,中国神华,41.78,1.06,0.44,0.12,0.20,1.10,2.88,13.97亿,164.91亿,6889.96亿,13.51
601021,春秋航空,56.28,1.06,0.59,-0.02,0.54,1.35,2.66,2.97亿,9.79亿,550.73亿,15.86
600177,雅戈尔,8.59,1.06,0.09,-0.23,1.18,0.52,3.65,4.68亿,46.23亿,397.15亿,11.86
300979,华利集团,75.80,1.05,0.79,0.00,0.14,1.02,3.79,1.28亿,11.67亿,884.58亿,23.33
601009,南京银行,10.58,1.05,0.11,0.10,0.47,1.29,1.72,4.80亿,96.44亿,1020.35亿,5.13
002916,深南电路,118.55,1.05,1.23,-0.02,2.69,1.15,5.00,16.64亿,5.11亿,605.57亿,30.64
002529,海源复材,9.79,1.03,0.10,0.72,12.28,1.38,7.02,3.14亿,2.60亿,25.45亿,亏损
301498,乖宝宠物,74.76,1.03,0.76,0.27,1.33,0.83,3.31,1.78亿,1.79亿,133.84亿,47.68
600362,江西铜业,20.79,1.02,0.21,0.05,0.69,1.15,1.70,2.99亿,20.75亿,431.44亿,10.83
603960,克来机电,21.79,1.02,0.22,-0.05,5.68,2.04,9.64,3.27亿,2.62亿,57.13亿,127.04
002705,新宝股份,15.09,1.00,0.15,-0.07,1.48,1.91,2.48,1.81亿,8.08亿,121.95亿,11.71
002352,顺丰控股,40.65,0.99,0.40,0.03,0.49,1.35,2.68,9.69亿,47.89亿,1946.62亿,19.96
600016,民生银行,4.07,0.99,0.04,-0.25,0.67,1.11,1.74,9.74亿,354.62亿,1443.31亿,4.38
600426,华鲁恒升,22.40,0.99,0.22,0.00,0.63,0.94,2.62,3.01亿,21.16亿,473.92亿,11.70
000852,石化机械,6.12,0.99,0.06,0.16,4.23,2.94,9.57,2.41亿,9.41亿,57.59亿,51.93
001872,招商港口,20.42,0.99,0.20,-0.05,0.45,0.93,2.37,1.59亿,17.44亿,356.19亿,10.25
002597,金禾实业,22.77,0.98,0.22,-0.04,0.69,1.17,2.26,8896.69万,5.67亿,129.15亿,23.79
600377,宁沪高速,14.61,0.97,0.14,0.00,0.36,0.74,2.07,2.00亿,38.02亿,555.50亿,13.40
002130,沃尔核材,25.20,0.96,0.24,0.28,15.89,1.06,7.09,51.26亿,12.49亿,314.79亿,36.35
600284,浦东建设,6.30,0.96,0.06,0.32,1.44,1.15,3.37,8784.55万,9.70亿,61.13亿,9.93
688981,中芯国际,95.18,0.95,0.90,-0.01,7.33,1.91,5.94,140.51亿,19.88亿,1892.52亿,210.38
000001,平安银行,11.73,0.95,0.11,-0.17,0.85,2.06,1.72,19.54亿,194.06亿,2276.28亿,4.30
601577,长沙银行,8.60,0.94,0.08,0.23,0.60,1.00,2.00,2.09亿,40.21亿,345.78亿,4.19
601611,中国核建,8.60,0.94,0.08,0.12,0.71,1.60,2.35,1.84亿,30.12亿,258.99亿,13.35
000538,云南白药,60.53,0.93,0.56,0.02,0.95,1.60,2.17,10.20亿,17.69亿,1071.02亿,18.72
603979,金诚信,38.35,0.92,0.35,-0.03,0.94,1.06,2.37,2.24亿,6.24亿,239.21亿,16.41
301550,斯菱股份,79.06,0.92,0.72,0.01,10.80,1.19,7.15,4.66亿,5493.17万,43.43亿,47.66
430198,微创光电,13.20,0.92,0.12,0.00,10.88,1.49,6.80,1.03亿,7024.44万,9.27亿,亏损
601318,中国平安,53.10,0.91,0.48,0.00,0.52,1.08,1.63,29.55亿,107.63亿,5714.97亿,6.08
600301,华锡有色,17.86,0.90,0.16,-0.06,2.38,1.17,3.73,1.17亿,2.75亿,49.17亿,15.68
600505,西昌电力,11.19,0.90,0.10,0.18,4.89,1.65,8.48,2.03亿,3.65亿,40.80亿,618.05
002922,伊戈尔,16.78,0.90,0.15,0.00,3.13,1.32,3.49,1.95亿,3.70亿,62.06亿,23.45
601808,中海油服,14.56,0.90,0.13,0.07,0.66,2.09,2.77,2.88亿,29.60亿,431.04亿,21.31
000975,山金国际,15.74,0.90,0.14,0.32,0.98,0.87,2.18,3.87亿,24.87亿,391.47亿,18.98
300458,全志科技,42.86,0.90,0.38,-0.02,13.61,0.93,6.38,30.13亿,5.18亿,221.95亿,134.85
600810,神马股份,7.96,0.89,0.07,0.00,0.77,0.65,2.79,6180.53万,10.15亿,80.80亿,227.21
301363,美好医疗,31.87,0.89,0.28,0.06,1.97,1.12,2.56,7007.57万,1.12亿,35.75亿,37.70
603993,洛阳钼业,6.91,0.88,0.06,-0.15,0.90,1.08,1.46,10.93亿,176.66亿,1220.70亿,13.53
002393,力生制药,17.33,0.87,0.15,-0.06,2.33,2.52,5.53,1.05亿,2.55亿,44.27亿,19.81
688187,时代电气,47.71,0.87,0.41,-0.02,2.19,1.32,3.00,2.95亿,2.79亿,133.26亿,20.12
601186,中国铁建,9.32,0.87,0.08,0.11,0.69,1.30,2.17,7.46亿,115.03亿,1072.10亿,6.05
688072,拓荆科技,170.01,0.86,1.45,-0.44,3.19,1.12,5.93,8.35亿,1.54亿,261.54亿,130.81
001323,慕思股份,36.76,0.85,0.31,-0.03,1.69,1.10,2.61,4839.16万,7793.50万,28.65亿,21.11
000627,天茂集团,4.77,0.85,0.04,0.00,4.30,0.79,6.13,9.45亿,45.53亿,217.15亿,亏损
600694,大商股份,23.85,0.85,0.20,0.04,4.51,0.48,4.95,3.36亿,3.13亿,74.66亿,10.54
603259,药明康德,56.26,0.84,0.47,0.13,1.36,1.16,2.60,19.18亿,25.01亿,1407.02亿,18.65
920066,科拜尔,39.76,0.84,0.33,0.00,4.87,1.21,5.00,2344.59万,1203.16万,4.78亿,42.92
600792,云煤能源,3.66,0.83,0.03,0.27,2.19,1.55,7.99,8424.54万,10.60亿,38.79亿,亏损
000333,美的集团,74.61,0.82,0.61,0.04,0.33,0.91,1.76,16.90亿,68.90亿,5140.59亿,13.51
002796,世嘉科技,14.71,0.82,0.12,0.00,20.47,1.34,12.41,6.91亿,2.27亿,33.32亿,99.16
600547,山东黄金,23.44,0.82,0.19,-0.04,0.56,0.94,1.68,4.76亿,36.14亿,847.23亿,38.07
600903,贵州燃气,7.41,0.82,0.06,-0.14,1.29,1.49,3.27,1.11亿,11.50亿,85.22亿,51.74
600378,昊华科技,28.88,0.80,0.23,0.04,0.42,1.40,2.48,1.10亿,9.11亿,262.99亿,28.21
600346,恒力石化,15.31,0.79,0.12,0.00,0.26,1.01,2.11,2.84亿,70.39亿,1077.69亿,15.83
002518,科士达,19.74,0.77,0.15,0.10,3.12,2.18,5.31,3.56亿,5.65亿,111.57亿,24.16
000995,皇台酒业,17.23,0.76,0.13,0.12,13.88,0.85,6.61,4.21亿,1.77亿,30.57亿,101.33
600050,中国联通,5.31,0.76,0.04,0.00,1.33,0.97,2.28,22.14亿,312.80亿,1660.98亿,15.19
600530,交大昂立,4.05,0.75,0.03,0.00,6.50,3.06,7.46,2.00亿,7.75亿,31.38亿,349.37
600583,海油工程,5.41,0.74,0.04,0.00,0.73,1.29,2.23,1.75亿,44.21亿,239.20亿,10.28
600875,东方电气,15.09,0.73,0.11,0.00,0.86,1.08,2.27,2.63亿,20.24亿,305.36亿,13.44
603033,三维股份,12.42,0.73,0.09,0.00,0.61,1.76,4.54,7757.42万,10.13亿,125.76亿,178.11
601298,青岛港,8.32,0.73,0.06,0.00,0.44,0.84,2.66,2.01亿,53.92亿,448.62亿,10.30
688426,康为世纪,25.31,0.72,0.18,-0.04,9.29,1.18,7.40,9121.13万,3799.33万,9.62亿,亏损
000683,远兴能源,5.66,0.71,0.04,0.00,1.23,1.00,2.85,2.33亿,33.14亿,187.59亿,8.80
000807,云铝股份,14.17,0.71,0.10,-0.07,0.95,0.93,1.78,4.67亿,34.68亿,491.40亿,9.65
601991,大唐发电,2.87,0.70,0.02,0.00,0.84,0.90,2.46,2.99亿,123.96亿,355.77亿,8.99
300724,捷佳伟创,66.07,0.70,0.46,-0.02,3.52,1.34,3.89,6.73亿,2.87亿,189.55亿,8.52
601113,华鼎股份,4.32,0.70,0.03,0.00,13.59,3.69,9.09,6.58亿,11.04亿,47.70亿,11.03
001379,腾达科技,23.46,0.69,0.16,0.00,8.76,1.54,5.97,1.03亿,5000.00万,11.73亿,61.12
601916,浙商银行,2.93,0.69,0.02,-0.34,0.65,1.11,1.72,4.08亿,215.44亿,631.25亿,4.68
603619,中曼石油,19.54,0.67,0.13,0.00,2.31,1.86,2.78,1.82亿,4.00亿,78.16亿,10.14
832978,开特股份,15.05,0.67,0.10,0.00,3.06,0.83,5.35,4626.51万,1.00亿,15.08亿,21.31
300382,斯莱克,13.62,0.67,0.09,0.37,10.32,1.44,12.34,8.90亿,6.28亿,85.58亿,亏损
601975,招商南油,3.10,0.65,0.02,0.00,1.62,1.11,1.62,2.41亿,48.02亿,148.86亿,6.74
600919,江苏银行,9.42,0.64,0.06,0.00,0.77,1.22,1.71,13.44亿,183.51亿,1728.69亿,4.59
002897,意华股份,42.46,0.64,0.27,-0.05,8.69,1.48,5.78,6.72亿,1.80亿,76.34亿,26.67
601058,赛轮轮胎,14.17,0.64,0.09,-0.14,0.99,1.25,1.99,4.65亿,32.88亿,465.92亿,10.77
603906,龙蟠科技,11.14,0.63,0.07,0.09,3.71,1.19,5.51,2.37亿,5.65亿,62.95亿,亏损
301316,慧博云通,27.06,0.63,0.17,0.04,21.52,1.22,10.82,14.14亿,2.43亿,65.71亿,212.63
688559,海目星,36.91,0.63,0.23,-0.03,3.08,1.37,4.63,2.38亿,2.07亿,76.26亿,40.77
688629,华丰科技,35.47,0.62,0.22,-0.37,12.19,1.67,7.69,7.40亿,1.65亿,58.43亿,亏损
601989,中国重工,4.86,0.62,0.03,0.21,0.58,1.04,2.28,6.37亿,228.02亿,1108.18亿,89.03
002311,海大集团,48.92,0.62,0.30,0.00,0.24,0.60,2.63,1.92亿,16.63亿,813.31亿,16.84
601619,嘉泽新能,3.29,0.61,0.02,-0.30,1.54,1.42,3.06,1.23亿,24.34亿,80.09亿,10.91
600176,中国巨石,11.57,0.61,0.07,0.00,0.54,1.16,2.26,2.52亿,40.03亿,463.16亿,22.66
600350,山东高速,9.92,0.61,0.06,0.00,0.28,0.59,1.93,1.34亿,48.52亿,481.33亿,14.35
000429,粤高速Ａ,13.32,0.60,0.08,0.08,1.00,0.94,3.78,1.72亿,13.03亿,173.60亿,15.40
600309,万华化学,74.13,0.60,0.44,0.00,0.43,0.98,1.82,9.98亿,31.40亿,2327.49亿,15.74
600236,桂冠电力,6.79,0.59,0.04,-0.15,0.12,0.77,2.37,6402.28万,78.82亿,535.21亿,18.55
600674,川投能源,17.18,0.59,0.10,-0.06,0.83,1.16,2.63,6.92亿,48.75亿,837.46亿,14.20
603323,苏农银行,5.17,0.58,0.03,0.39,2.35,1.42,2.33,2.24亿,18.35亿,94.87亿,4.37
600843,上工申贝,13.86,0.58,0.08,0.07,12.10,1.46,7.18,8.04亿,4.69亿,65.03亿,亏损
600482,中国动力,24.49,0.57,0.14,-0.04,0.99,0.68,2.79,5.48亿,22.52亿,551.45亿,55.65
300260,新莱应材,28.16,0.57,0.16,-0.11,12.28,3.69,7.68,10.27亿,2.88亿,81.00亿,43.49
601607,上海医药,21.58,0.56,0.12,-0.09,0.54,1.34,2.05,2.27亿,19.36亿,417.76亿,14.80
002541,鸿路钢构,18.32,0.55,0.10,0.06,1.19,0.69,3.07,1.09亿,4.96亿,90.90亿,14.46
300870,欧陆通,113.99,0.55,0.62,0.15,6.82,1.26,13.26,7.85亿,1.01亿,115.36亿,55.24
603843,正平股份,3.76,0.54,0.02,0.00,6.48,0.81,8.82,1.68亿,7.00亿,26.31亿,亏损
601018,宁波港,3.82,0.53,0.02,0.00,0.20,0.92,1.84,1.20亿,158.07亿,603.84亿,13.57
601336,新华保险,49.90,0.52,0.26,0.00,0.96,1.29,3.16,10.07亿,20.85亿,1040.63亿,5.65
600219,南山铝业,3.87,0.52,0.02,-0.26,1.04,1.00,1.82,4.71亿,116.14亿,449.45亿,9.66
601233,桐昆股份,11.82,0.51,0.06,-0.25,1.11,1.55,2.81,3.19亿,23.96亿,283.20亿,21.23
000791,甘肃能源,5.95,0.51,0.03,0.00,0.94,1.07,2.03,8930.53万,16.01亿,95.23亿,20.98
000625,长安汽车,13.93,0.51,0.07,0.00,1.90,1.51,2.74,21.94亿,82.12亿,1143.99亿,28.94
600660,福耀玻璃,59.81,0.50,0.30,-0.05,0.72,1.12,2.05,8.64亿,20.03亿,1197.99亿,21.37
603056,德邦股份,14.12,0.50,0.07,0.14,0.70,1.43,2.13,1.01亿,10.27亿,145.01亿,21.03
002244,滨江集团,8.25,0.49,0.04,-0.24,1.10,1.02,3.65,2.46亿,26.82亿,221.29亿,11.79
601825,沪农商行,8.30,0.48,0.04,0.00,0.32,0.66,1.70,2.45亿,93.17亿,773.28亿,5.73
002317,众生药业,12.45,0.48,0.06,0.08,3.00,1.52,3.79,2.87亿,7.62亿,94.82亿,53.44
002216,三全食品,12.52,0.48,0.06,0.00,2.43,1.36,4.33,1.90亿,6.30亿,78.91亿,20.94
688687,凯因科技,23.00,0.48,0.11,-0.09,3.02,1.66,3.58,1.19亿,1.71亿,39.32亿,27.29
688516,奥特维,43.99,0.48,0.21,0.05,1.94,1.54,3.08,2.51亿,2.91亿,128.12亿,8.92
000938,紫光股份,27.20,0.48,0.13,0.00,4.66,0.94,5.21,36.51亿,28.60亿,777.94亿,36.89
688009,中国通号,6.30,0.48,0.03,0.00,0.39,1.02,1.75,2.11亿,86.21亿,543.12亿,21.21
300832,新产业,65.70,0.47,0.31,0.02,0.37,0.81,2.17,1.64亿,6.80亿,446.90亿,27.98
600009,上海机场,34.67,0.46,0.16,0.00,0.55,1.32,2.61,3.72亿,19.19亿,665.21亿,53.85
689009,九号公司-WD,45.54,0.46,0.21,-0.35,1.69,1.04,3.62,4.20亿,5.46亿,248.83亿,25.26
000528,柳    工,10.98,0.46,0.05,0.00,1.61,0.92,2.84,2.58亿,14.43亿,158.45亿,12.59
001359,平安电工,26.89,0.45,0.12,0.41,14.95,0.89,3.81,1.89亿,4638.00万,12.47亿,22.85
301336,趣睡科技,47.80,0.44,0.21,0.00,15.95,1.31,11.77,2.03亿,2574.66万,12.31亿,75.22
601006,大秦铁路,6.86,0.44,0.03,-0.15,0.53,1.08,1.46,6.65亿,182.83亿,1254.22亿,10.93
600869,远东股份,4.83,0.42,0.02,-0.21,2.48,2.65,6.24,2.70亿,22.19亿,107.19亿,亏损
603686,福龙马,9.89,0.41,0.04,-0.10,8.71,2.73,7.11,3.66亿,4.15亿,41.09亿,26.70
600548,深高速,12.46,0.40,0.05,0.00,0.32,0.60,1.61,5682.82万,14.33亿,178.59亿,14.83
